vgsales.rank,vgsales.name,vgsales.year,vgsales.genre,vgsales.publisher,vgsales.na_sales,vgsales.eu_sales,vgsales.jp_sales,vgsales.other_sales,vgsales.global_sales,vgsales.platform
10691,NeverDead,2012,Shooter,Konami Digital Entertainment,0.06,0.03,0,0.01,0.1,X360
370,Left 4 Dead,2008,Shooter,Electronic Arts,2.66,0.5,0.05,0.3,3.52,X360
5577,Overlord II,2009,Action,Codemasters,0.15,0.14,0,0.03,0.32,X360
3154,Stuntman: Ignition,2007,Racing,THQ,0.25,0.32,0,0.07,0.64,X360
9694,WRC: FIA World Rally Championship,N/A,Racing,Black Bean Games,0,0.1,0,0.02,0.12,X360
13941,Ski-Doo Snowmobile Challenge,2009,Racing,Valcon Games,0.03,0,0,0,0.04,X360
7790,Final Fantasy XI,2006,Role-Playing,Square Enix,0.17,0.01,0,0.01,0.19,X360
4877,Alpha Protocol,2010,Role-Playing,Sega,0.23,0.13,0,0.04,0.4,X360
15958,"Sharin no Kuni, Himawari no Shoujo",2010,Adventure,5pb,0,0,0.02,0,0.02,X360
13946,DuckTales: Remastered,2013,Action,Capcom,0.03,0,0,0,0.04,X360
238,Guitar Hero III: Legends of Rock,2007,Misc,Activision,3.19,0.92,0.01,0.42,4.53,X360
2553,DiRT 2,2009,Racing,Codemasters,0.32,0.4,0,0.09,0.81,X360
12217,Mayhem 3D,2011,Racing,Evolved Games,0.06,0,0,0,0.07,X360
3149,XCOM: Enemy Unknown,2012,Strategy,Take-Two Interactive,0.36,0.23,0,0.05,0.64,X360
10247,Planet 51,2009,Action,Sega,0.07,0.03,0,0.01,0.11,X360
12503,Cabela's Big Game Hunter (2008),2007,Sports,Activision Value,0.06,0,0,0,0.06,X360
4875,Hitman: Blood Money,2006,Action,Eidos Interactive,0.29,0.06,0.01,0.03,0.4,X360
1340,WWE SmackDown vs Raw 2008,2007,Fighting,THQ,0.92,0.38,0,0.13,1.44,X360
1341,Kinect Joy Ride,2010,Racing,Microsoft Game Studios,0.92,0.4,0,0.12,1.44,X360
4874,Rise of the Tomb Raider,2015,Adventure,Square Enix,0.17,0.19,0,0.03,0.4,X360
751,Madden NFL 25,2013,Sports,Electronic Arts,1.97,0.07,0,0.13,2.18,X360
10166,The Spiderwick Chronicles,2008,Action,Vivendi Games,0.09,0.01,0,0.01,0.11,X360
7787,Risen,2009,Role-Playing,Deep Silver,0.07,0.11,0,0.01,0.19,X360
5588,Test Drive Unlimited,2006,Racing,Atari,0.23,0.04,0.02,0.03,0.32,X360
1348,Disney Infinity,2013,Action,Disney Interactive Studios,0.96,0.37,0,0.11,1.43,X360
12641,Call of Duty: The War Collection,2010,Shooter,Activision,0.05,0,0,0,0.06,X360
1350,Sonic's Ultimate Genesis Collection,2009,Misc,Sega,0.85,0.46,0,0.13,1.43,X360
12642,Warriors Orochi 2,2008,Action,Tecmo Koei,0.04,0,0.01,0,0.06,X360
10115,Open Season,2006,Platform,Ubisoft,0.1,0,0,0.01,0.11,X360
4855,Tomb Raider: Anniversary,2007,Action,Eidos Interactive,0.12,0.23,0,0.05,0.4,X360
4853,Legends of WrestleMania,2009,Fighting,THQ,0.2,0.16,0,0.04,0.4,X360
4852,Rapala Pro Bass Fishing 2010,2010,Sports,Activision,0.32,0.05,0,0.03,0.4,X360
5912,Spider-Man: Friend or Foe,2007,Action,Activision,0.26,0.02,0,0.02,0.3,X360
44,Halo 3,2007,Shooter,Microsoft Game Studios,7.97,2.83,0.13,1.21,12.14,X360
1361,Sonic Generations,2011,Platform,Sega,0.71,0.57,0,0.14,1.42,X360
5914,Dance Dance Revolution Universe 3,2008,Simulation,Konami Digital Entertainment,0.28,0,0,0.02,0.3,X360
2562,Guitar Hero: Metallica,2009,Misc,Activision,0.52,0.21,0,0.07,0.81,X360
1364,Dead Space,2008,Action,Electronic Arts,0.89,0.4,0,0.13,1.42,X360
1126,Viva Pinata,2006,Simulation,Microsoft Game Studios,0.45,0.96,0.02,0.2,1.63,X360
3484,NBA 2K7,2006,Sports,Take-Two Interactive,0.53,0,0,0.04,0.58,X360
8708,Fist of the North Star: Ken's Rage,2010,Action,Ubisoft Annecy,0.07,0.02,0.06,0.01,0.16,X360
3035,Castlevania: Lords of Shadow,2010,Action,Konami Digital Entertainment,0.42,0.18,0.01,0.05,0.67,X360
10627,nail'd,2010,Racing,Deep Silver,0.08,0.02,0,0.01,0.1,X360
1370,Fight Night Round 4,2009,Fighting,Electronic Arts,0.95,0.34,0,0.13,1.41,X360
1123,Kinectimals,2010,Simulation,Microsoft Game Studios,1.02,0.48,0,0.14,1.64,X360
1372,Injustice: Gods Among Us,2013,Fighting,Warner Bros. Interactive Entertainment,0.97,0.34,0,0.11,1.41,X360
4839,Star Wars The Clone Wars: Republic Heroes,2009,Action,LucasArts,0.18,0.17,0,0.04,0.4,X360
2565,Fight Night Champion,2011,Fighting,Electronic Arts,0.4,0.33,0,0.07,0.8,X360
7379,Rayman Raving Rabbids,2007,Misc,Ubisoft,0.18,0.01,0,0.02,0.21,X360
8709,Jurassic Park: The Game,N/A,Action,Unknown,0.15,0,0,0.01,0.16,X360
5592,NCAA Basketball 10,2009,Sports,Electronic Arts,0.3,0,0,0.02,0.32,X360
5593,Dead or Alive 5,2012,Fighting,Ubisoft Annecy,0.19,0.08,0.03,0.02,0.32,X360
4835,NBA Jam,2010,Sports,Electronic Arts,0.27,0.1,0,0.03,0.4,X360
9676,SCORE International Baja 1000: The Official Game,2008,Racing,Activision,0.11,0.01,0,0.01,0.12,X360
6005,Def Jam Rapstar,2010,Misc,Konami Digital Entertainment,0.25,0.03,0,0.02,0.29,X360
897,Need for Speed: Shift,2009,Racing,Electronic Arts,0.73,0.97,0.01,0.22,1.92,X360
13964,World of Tanks,N/A,Shooter,N/A,0,0.03,0,0,0.04,X360
7121,AC/DC LIVE: Rock Band Track Pack,2008,Misc,MTV Games,0.21,0,0,0.02,0.23,X360
16056,Banjo-Kazooie,2008,Platform,Microsoft Game Studios,0,0.01,0,0,0.01,X360
13968,Monster Hunter Frontier Online: Season 9.0,2010,Role-Playing,Capcom,0,0,0.04,0,0.04,X360
7398,Bass Pro Shops: The Strike,2009,Sports,XS Games,0.2,0,0,0.02,0.21,X360
15289,Ore no Yome: Anata Dake no Hanayome,2010,Adventure,Idea Factory,0,0,0.02,0,0.02,X360
7519,DarkStar One: Broken Alliance,2010,Simulation,Kalypso Media,0.11,0.08,0,0.02,0.2,X360
8117,Splatterhouse,2010,Action,Namco Bandai Games,0.14,0.03,0,0.01,0.18,X360
6981,Virtua Tennis 4,2011,Sports,Sega,0.11,0.1,0.01,0.02,0.23,X360
13266,Deadliest Catch: Alaskan Storm,2008,Sports,Navarre Corp,0.04,0,0,0,0.05,X360
10630,Record of Agarest War Zero,2010,Strategy,Compile Heart,0.09,0,0,0.01,0.1,X360
1400,Deus Ex: Human Revolution,2011,Shooter,Square Enix,0.76,0.48,0.02,0.12,1.39,X360
2897,Two Worlds,2007,Role-Playing,SouthPeak Games,0.41,0.23,0,0.07,0.71,X360
2574,Aliens: Colonial Marines,2013,Shooter,Sega,0.36,0.37,0,0.07,0.8,X360
15037,PDC World Championship Darts: Pro Tour,2010,Sports,O-Games,0,0.02,0,0,0.02,X360
1405,Titanfall,2014,Shooter,Electronic Arts,0.87,0.38,0.02,0.11,1.38,X360
12643,The History Channel: Battle for the Pacific,2007,Shooter,Activision,0.05,0,0,0,0.06,X360
2576,[Prototype 2],2012,Action,Activision,0.48,0.25,0,0.07,0.8,X360
2577,Sonic & SEGA All-Stars Racing with Banjo-Kazooie,2010,Racing,Sega,0.37,0.35,0,0.07,0.8,X360
11205,Adventure Time: The Secret of the Nameless Kingdom,2014,Action,Little Orbit,0,0.08,0,0.01,0.09,X360
5600,Beautiful Katamari,2007,Puzzle,Namco Bandai Games,0.14,0.02,0.15,0.02,0.32,X360
1413,Need for Speed: The Run,2011,Action,Electronic Arts,0.63,0.58,0,0.15,1.38,X360
9134,Blazing Angels 2: Secret Missions of WWII,2007,Simulation,Ubisoft,0.11,0.02,0,0.01,0.14,X360
12440,Akai Katana Shin,2011,Shooter,Cave,0.04,0,0.01,0,0.06,X360
8122,World of Outlaws: Sprint Cars,2010,Racing,THQ,0.17,0,0,0.01,0.18,X360
13988,Chaos;Head Noah,2009,Adventure,5pb,0,0,0.04,0,0.04,X360
8123,Marvel Super Hero Squad: Comic Combat,2011,Action,THQ,0.13,0.04,0,0.01,0.18,X360
1113,Army of Two,2008,Shooter,Electronic Arts,1.09,0.38,0.02,0.16,1.65,X360
754,Final Fantasy XIII,2010,Role-Playing,Square Enix,1.27,0.68,0.01,0.2,2.17,X360
4789,Overlord,2007,Strategy,Codemasters,0.34,0.03,0.01,0.03,0.4,X360
4785,Beowulf: The Game,2007,Action,Ubisoft,0.36,0.01,0,0.03,0.4,X360
16398,LMA Manager 2007,2006,Sports,Codemasters,0,0.01,0,0,0.01,X360
2899,NCAA Football 09,2008,Sports,Electronic Arts,0.65,0,0,0.05,0.71,X360
11070,Supreme Commander,2008,Strategy,505 Games,0.07,0.01,0,0.01,0.09,X360
1427,Burnout Paradise,2008,Racing,Electronic Arts,0.63,0.58,0.01,0.15,1.36,X360
2900,NBA Live 09,2008,Sports,Electronic Arts,0.5,0.14,0,0.07,0.71,X360
1105,Need for Speed Carbon,2006,Racing,Electronic Arts,0.76,0.7,0.02,0.18,1.66,X360
1103,Max Payne 3,2012,Shooter,Take-Two Interactive,0.86,0.64,0.01,0.14,1.66,X360
4772,The Gunstringer,2011,Shooter,Microsoft Game Studios,0.26,0.11,0,0.04,0.41,X360
2583,Dragon's Dogma,2012,Role-Playing,Capcom,0.42,0.24,0.07,0.06,0.8,X360
2584,Darksiders II,2012,Action,THQ,0.45,0.28,0,0.07,0.8,X360
12977,The Idolmaster 2,2011,Simulation,Namco Bandai Games,0,0,0.05,0,0.05,X360
9370,Hulk Hogan's Main Event,2011,Fighting,505 Games,0.1,0.02,0,0.01,0.13,X360
6064,Lightning Returns: Final Fantasy XIII,2013,Role-Playing,Square Enix,0.15,0.1,0.01,0.02,0.29,X360
15079,Ride,2015,Racing,Milestone S.r.l.,0,0.02,0,0,0.02,X360
11223,Cloudy With a Chance of Meatballs,2009,Platform,Ubisoft,0.07,0.01,0,0.01,0.09,X360
1444,Alan Wake,2010,Action,Microsoft Game Studios,0.66,0.51,0.05,0.13,1.35,X360
6574,Dead or Alive Xtreme 2,2006,Sports,Tecmo Koei,0.15,0.03,0.06,0.02,0.26,X360
4763,Just Dance Kids 2,2011,Misc,Ubisoft,0.29,0.09,0,0.03,0.41,X360
1449,Devil May Cry 4,2008,Action,Capcom,0.79,0.34,0.08,0.13,1.35,X360
4760,Naughty Bear,2010,Action,505 Games,0.21,0.16,0,0.04,0.41,X360
3145,Dragon Ball: Raging Blast 2,2010,Fighting,Namco Bandai Games,0.49,0.09,0.01,0.05,0.64,X360
1452,Crysis 2,2011,Action,Electronic Arts,0.7,0.5,0.02,0.12,1.35,X360
13557,WarTech: Senko no Ronde,2006,Fighting,Ubisoft,0.04,0,0,0,0.04,X360
1455,FIFA Soccer 08,2007,Sports,Electronic Arts,0.31,0.89,0.01,0.14,1.35,X360
8725,FIFA 06: Road to FIFA World Cup,2005,Sports,Electronic Arts,0.11,0.02,0.01,0.01,0.15,X360
7420,WipeOut 3 The Game,2012,Action,Activision,0.2,0,0,0.01,0.21,X360
2591,Band Hero,2009,Misc,Activision,0.51,0.22,0,0.07,0.8,X360
1459,Lost Planet: Extreme Condition,2006,Shooter,Capcom,1.09,0.04,0.1,0.11,1.34,X360
5609,Crash of the Titans,2007,Action,Vivendi Games,0.27,0.02,0,0.03,0.32,X360
2905,NHL 12,2011,Sports,Electronic Arts,0.55,0.1,0,0.05,0.7,X360
5610,The Legend of Spyro: Dawn of the Dragon,2008,Platform,Vivendi Games,0.16,0.13,0,0.03,0.32,X360
5611,Prey,2006,Shooter,Take-Two Interactive,0.27,0.03,0,0.03,0.32,X360
10833,Darkest of Days,2009,Shooter,Phantom EFX,0.09,0,0,0.01,0.09,X360
895,Tomb Raider (2013),2013,Action,Square Enix,0.86,0.87,0.01,0.17,1.92,X360
6569,Legendary,2008,Shooter,Atari,0.08,0.15,0,0.03,0.26,X360
13548,WSC Real 11: World Snooker Championship,2011,Sports,Koch Media,0,0.04,0,0.01,0.04,X360
1469,Your Shape: Fitness Evolved,2010,Sports,Ubisoft,0.79,0.42,0,0.11,1.33,X360
4748,Battlefield 2: Modern Combat,2006,Shooter,Electronic Arts,0.35,0.02,0.01,0.03,0.41,X360
1471,Skylanders SWAP Force,2013,Platform,Activision,0.86,0.36,0,0.11,1.33,X360
8728,de Blob 2,2011,Platform,THQ,0.1,0.04,0,0.01,0.15,X360
9652,Jurassic: The Hunted,2009,Shooter,Activision,0.12,0,0,0.01,0.13,X360
4739,Green Day: Rock Band,2010,Misc,MTV Games,0.24,0.13,0,0.04,0.41,X360
5616,Tony Hawk's American Wasteland,2005,Sports,Activision,0.28,0.02,0,0.03,0.32,X360
6563,Army of Two: The Devil's Cartel,2013,Shooter,Electronic Arts,0.16,0.07,0,0.02,0.26,X360
37,Call of Duty: Modern Warfare 2,2009,Shooter,Activision,8.52,3.63,0.08,1.29,13.51,X360
1479,UFC Undisputed 2010,2010,Fighting,THQ,0.9,0.31,0,0.11,1.33,X360
6558,Peter Jackson's King Kong: The Official Game of the Movie,2005,Action,Ubisoft,0.2,0.03,0,0.02,0.26,X360
4726,Fantastic Pets,2011,Simulation,THQ,0.3,0.08,0,0.03,0.41,X360
2596,The Godfather II,2009,Action,Electronic Arts,0.47,0.24,0.01,0.08,0.79,X360
302,Left 4 Dead 2,2009,Shooter,Electronic Arts,2.67,0.89,0.05,0.37,3.99,X360
4722,Spider-Man: Web of Shadows,2008,Action,Activision,0.36,0.02,0,0.03,0.41,X360
5618,Sniper Elite 3,2014,Shooter,505 Games,0.16,0.14,0,0.03,0.32,X360
6555,F1 2014,2014,Racing,Codemasters,0.08,0.15,0,0.02,0.26,X360
1490,The LEGO Movie Videogame,2014,Action,Warner Bros. Interactive Entertainment,0.69,0.52,0,0.11,1.32,X360
840,Just Dance 3,2011,Misc,Ubisoft,1.47,0.4,0,0.16,2.03,X360
16065,Turbo: Super Stunt Squad,2013,Sports,D3Publisher,0,0.01,0,0,0.01,X360
8736,Chaotic: Shadow Warriors,2009,Action,Activision,0.14,0,0,0.01,0.15,X360
9647,Eat Lead: The Return of Matt Hazard,2009,Shooter,D3Publisher,0.1,0.01,0,0.01,0.13,X360
14767,Cabela's Big Game Hunter: Pro Hunts,2014,Shooter,Activision,0.02,0,0,0,0.03,X360
14042,Espgaluda II Black Label,2010,Shooter,Cave,0,0,0.04,0,0.04,X360
16066,Super Robot Taisen XO,2006,Strategy,Banpresto,0,0,0.01,0,0.01,X360
7530,Dark Messiah of Might and Magic Elements,2008,Role-Playing,Ubisoft,0.16,0.02,0.01,0.02,0.2,X360
1499,Skylanders Giants,2012,Action,Activision,0.75,0.45,0,0.11,1.32,X360
12386,Generator Rex: Agent of Providence,2011,Action,Activision,0.05,0.01,0,0,0.06,X360
4706,Farming Simulator 2015,2015,Simulation,Koch Media,0.21,0.16,0,0.04,0.41,X360
7350,NCAA March Madness 08,2007,Sports,Electronic Arts,0.2,0,0,0.02,0.21,X360
1503,The Beatles: Rock Band,2009,Misc,MTV Games,0.97,0.23,0,0.11,1.31,X360
1504,Tekken 6,2009,Fighting,Namco Bandai Games,0.71,0.42,0.05,0.13,1.31,X360
1505,[Prototype],2009,Action,Activision,0.84,0.35,0,0.12,1.31,X360
3465,"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",2010,Shooter,Activision,0.37,0.15,0,0.05,0.58,X360
4704,Wolfenstein: The New Order,2014,Shooter,Bethesda Softworks,0.18,0.19,0,0.04,0.41,X360
4702,Mass Effect Trilogy,2012,Action,Electronic Arts,0.28,0.1,0,0.03,0.41,X360
2601,Rayman Origins,2011,Platform,Ubisoft,0.38,0.34,0,0.08,0.79,X360
12429,DreamWorks Super Star Kartz,2011,Racing,Activision,0.05,0.01,0,0,0.06,X360
16416,The Godfather (JP sales),2006,Action,Electronic Arts,0,0,0.01,0,0.01,X360
5625,Minute to Win It,2011,Misc,Zoo Games,0.3,0,0,0.02,0.32,X360
15885,Earth Defense Force 2017 (old JP sales),2006,Shooter,D3Publisher,0,0,0.02,0,0.02,X360
10143,Truth or Lies,2010,Misc,THQ,0.07,0.03,0,0.01,0.11,X360
11749,Winter Sports 2: The Next Challenge,2008,Sports,RTL,0.06,0.01,0,0.01,0.07,X360
10199,Karaoke Revolution Presents American Idol Encore,2008,Misc,Konami Digital Entertainment,0.1,0,0,0.01,0.11,X360
6546,Game of Thrones,2012,Role-Playing,Focus Home Interactive,0.15,0.08,0,0.02,0.26,X360
8744,Stormrise,2009,Strategy,Sega,0.11,0.03,0,0.01,0.15,X360
13890,Pro Race Driver,2003,Racing,Codemasters,0.03,0.01,0,0,0.04,XB
11162,MLB SlugFest Loaded,2004,Sports,Midway Games,0.07,0.02,0,0,0.09,XB
11161,Ford Racing 3,2004,Racing,Take-Two Interactive,0.07,0.02,0,0,0.09,XB
8010,Close Combat: First to Fight,2005,Shooter,Take-Two Interactive,0.14,0.04,0,0.01,0.18,XB
8012,Indiana Jones and the Emperor's Tomb,2003,Action,LucasArts,0.14,0.04,0,0.01,0.18,XB
10191,Disney's Extreme Skate Adventure,2003,Sports,Activision,0.08,0.02,0,0,0.11,XB
13122,Arx Fatalis,2003,Role-Playing,Mindscape,0.04,0.01,0,0,0.05,XB
12146,Jurassic Park: Operation Genesis,2003,Simulation,Konami Digital Entertainment,0.05,0.01,0,0,0.07,XB
1199,Tom Clancy's Rainbow Six 3,2003,Shooter,Ubisoft,0.91,0.57,0,0.07,1.55,XB
8020,Ty the Tasmanian Tiger,2002,Platform,Electronic Arts,0.14,0.04,0,0.01,0.18,XB
8025,NARC,2005,Shooter,Midway Games,0.14,0.04,0,0.01,0.18,XB
4929,SSX 3,2003,Sports,Electronic Arts,0.29,0.08,0,0.01,0.39,XB
4902,The House of The Dead III,2002,Shooter,Sega,0.29,0.08,0,0.01,0.39,XB
10847,Crash 'N' Burn,2004,Racing,Eidos Interactive,0.07,0.02,0,0,0.09,XB
4882,Ultimate Spider-Man,2005,Action,Activision,0.26,0.11,0,0.02,0.39,XB
8044,Gauntlet: Seven Sorrows,2005,Role-Playing,Midway Games,0.14,0.04,0,0.01,0.18,XB
4862,NBA Live 2002,2001,Sports,Electronic Arts,0.35,0.03,0,0.02,0.4,XB
10404,Dead to Rights II,2005,Shooter,Electronic Arts,0.08,0.02,0,0,0.11,XB
10849,NFL Blitz 20-02,2002,Sports,Midway Games,0.07,0.02,0,0,0.09,XB
4844,MX vs. ATV Unleashed,2005,Racing,THQ,0.32,0.07,0,0.01,0.4,XB
8045,AirForce Delta Storm,2001,Shooter,Konami Digital Entertainment,0.14,0.04,0,0.01,0.18,XB
8047,Monopoly Party,2002,Misc,Infogrames,0.14,0.04,0,0.01,0.18,XB
6283,NHL Hitz 20-02,2001,Sports,Midway Games,0.2,0.06,0,0.01,0.27,XB
7525,NCAA March Madness 06,2005,Sports,Electronic Arts,0.15,0.04,0,0.01,0.2,XB
10851,Robots,2005,Action,Vivendi Games,0.07,0.02,0,0,0.09,XB
9757,Red Faction II,2003,Shooter,THQ,0.09,0.03,0,0,0.12,XB
14002,Smashing Drive,2002,Racing,Namco Bandai Games,0.03,0.01,0,0,0.04,XB
14005,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,2005,Action,Konami Digital Entertainment,0.03,0.01,0,0,0.04,XB
14010,Beatdown: Fists of Vengeance,2005,Action,Capcom,0.03,0.01,0,0,0.04,XB
9760,Voodoo Vince,2003,Platform,Microsoft Game Studios,0.09,0.03,0,0,0.12,XB
14021,World Championship Pool 2004,2003,Sports,Jaleco,0.03,0.01,0,0,0.04,XB
8082,Test Drive Off-Road Wide Open,2001,Racing,Infogrames,0.15,0.03,0,0.01,0.18,XB
5771,Star Wars Jedi Knight II: Jedi Outcast,N/A,Shooter,Activision,0.23,0.07,0,0.01,0.31,XB
1125,ESPN NFL 2K5,2004,Sports,Sega,1.54,0.02,0,0.07,1.63,XB
14034,RLH: Run Like Hell,2003,Shooter,Avalon Interactive,0.03,0.01,0,0,0.04,XB
1561,Tony Hawk's Underground,2003,Sports,Activision,0.85,0.37,0,0.05,1.27,XB
14037,Obscure,2004,Adventure,MC2 Entertainment,0.03,0.01,0,0,0.04,XB
8090,Bad Boys: Miami Takedown,2004,Shooter,Empire Interactive,0.14,0.04,0,0.01,0.18,XB
9768,Chase: Hollywood Stunt Driver,2002,Racing,BAM! Entertainment,0.09,0.03,0,0,0.12,XB
1095,PGR: Project Gotham Racing 2,2003,Racing,Microsoft Game Studios,0.97,0.59,0.04,0.07,1.67,XB
8098,Cabela's Big Game Hunter 2005 Adventures,2004,Sports,Activision,0.13,0.04,0,0.01,0.18,XB
4695,Tom Clancy's Rainbow Six: Lockdown,2005,Shooter,Ubisoft,0.26,0.13,0,0.02,0.41,XB
9623,Burnout,2002,Racing,Acclaim Entertainment,0.09,0.03,0,0,0.13,XB
8107,Shadow The Hedgehog,2005,Platform,Sega,0.13,0.04,0,0.01,0.18,XB
8115,Van Helsing,2007,Action,Activision,0.13,0.04,0,0.01,0.18,XB
6270,Tao Feng: Fist of the Lotus,2003,Fighting,Microsoft Game Studios,0.21,0.06,0,0.01,0.27,XB
4674,Star Wars Starfighter: Special Edition,2001,Simulation,LucasArts,0.3,0.1,0,0.02,0.42,XB
10187,Project: Snowblind,2005,Action,Eidos Interactive,0.08,0.02,0,0,0.11,XB
1090,Star Wars: Battlefront II,2005,Shooter,Activision,1.22,0.39,0,0.06,1.67,XB
4664,Lord of the Rings: The Third Age,2004,Role-Playing,Electronic Arts,0.31,0.09,0,0.01,0.42,XB
4656,Double Pack: Finding Nemo / The Incredibles,2006,Action,THQ,0.31,0.09,0,0.01,0.42,XB
14081,Black Stone: Magic & Steel,2003,Role-Playing,THQ,0.03,0.01,0,0,0.04,XB
4654,Black,2006,Shooter,Electronic Arts,0.31,0.09,0,0.01,0.42,XB
8137,Silent Hill 4: The Room,2004,Action,Konami Digital Entertainment,0.14,0.04,0,0.01,0.18,XB
14088,Painkiller: Hell Wars,2006,Shooter,DreamCatcher Interactive,0.03,0.01,0,0,0.04,XB
16068,Aquaman: Battle for Atlantis,N/A,Action,Unknown,0.01,0,0,0,0.01,XB
4633,Dance Dance Revolution Ultramix 2,2004,Simulation,Konami Digital Entertainment,0.32,0.09,0,0.02,0.42,XB
12052,Pitfall: The Lost Expedition,2004,Platform,Activision,0.05,0.01,0,0,0.07,XB
8171,Juiced,2005,Racing,THQ,0.13,0.04,0,0.01,0.18,XB
4619,Test Drive,2002,Racing,Atari,0.35,0.05,0,0.02,0.42,XB
4603,ESPN NHL 2K5,2004,Sports,Global Star,0.32,0.09,0,0.02,0.42,XB
16072,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,2005,Adventure,Activision,0.01,0,0,0,0.01,XB
14115,MX World Tour Featuring Jamie Little,2005,Racing,Crave Entertainment,0.03,0.01,0,0,0.03,XB
9787,Cel Damage,2001,Racing,Electronic Arts,0.09,0.03,0,0,0.12,XB
14118,RedCard 20-03,2002,Sports,Midway Games,0.03,0.01,0,0,0.03,XB
4581,The Sims,2003,Simulation,Electronic Arts,0.31,0.1,0,0.01,0.42,XB
7719,UFC: Tapout,2002,Fighting,Crave Entertainment,0.14,0.05,0,0.01,0.2,XB
4558,Midway Arcade Treasures,2003,Misc,Midway Games,0.33,0.08,0,0.01,0.43,XB
8195,Madden NFL 09,2008,Sports,Electronic Arts,0.13,0.04,0,0.01,0.18,XB
14135,TOCA Race Driver 3,2006,Racing,Codemasters,0.03,0.01,0,0,0.03,XB
8199,NHL 2004,2003,Sports,Electronic Arts,0.13,0.04,0,0.01,0.18,XB
8200,Namco Museum: 50th Anniversary,2005,Misc,Namco Bandai Games,0.13,0.04,0,0.01,0.18,XB
8203,NFL 2K2,2002,Sports,Sega,0.13,0.04,0,0.01,0.18,XB
4510,NCAA Football 2004,2003,Sports,Electronic Arts,0.4,0.02,0,0.02,0.43,XB
7529,Crazy Taxi 3: High Roller,2002,Racing,Sega,0.14,0.04,0.02,0.01,0.2,XB
8249,NBA Inside Drive 2004,2003,Sports,Microsoft Game Studios,0.13,0.04,0,0.01,0.17,XB
4503,SSX Tricky,2001,Sports,Electronic Arts,0.32,0.09,0,0.02,0.43,XB
4492,Star Wars: Jedi Starfighter,2002,Simulation,Activision,0.35,0.07,0,0.02,0.44,XB
16082,Egg Mania: Eggstreme Madness,2002,Puzzle,Kemco,0.01,0,0,0,0.01,XB
4464,MX Unleashed,2004,Racing,THQ,0.34,0.08,0,0.02,0.44,XB
14181,Special Forces: Nemesis Strike,2005,Shooter,Hip Interactive,0.03,0.01,0,0,0.03,XB
12017,Drake of the 99 Dragons,N/A,Shooter,Unknown,0.05,0.01,0,0,0.07,XB
6244,True Crime: New York City,2005,Action,Activision,0.21,0.06,0,0.01,0.28,XB
11136,The Suffering: Ties That Bind,2005,Action,Midway Games,0.07,0.02,0,0,0.09,XB
4445,LEGO Star Wars II: The Original Trilogy,2006,Action,LucasArts,0.33,0.1,0,0.02,0.44,XB
10111,NHL Hitz 20-03,2002,Sports,Midway Games,0.08,0.02,0,0,0.11,XB
4438,50 Cent: Bulletproof,2005,Action,Vivendi Games,0.33,0.1,0,0.02,0.44,XB
4434,Tiger Woods PGA Tour 2003,2002,Sports,Electronic Arts,0.35,0.08,0,0.01,0.44,XB
9796,Breakdown,2004,Adventure,Electronic Arts,0.09,0.03,0,0,0.12,XB
4430,The Godfather (US sales),2006,Action,Electronic Arts,0.33,0.1,0,0.02,0.44,XB
4424,X-Men Legends II: Rise of Apocalypse,2005,Role-Playing,Activision,0.3,0.12,0,0.02,0.44,XB
4415,World Soccer Winning Eleven 9,2005,Sports,Konami Digital Entertainment,0.06,0.33,0.02,0.03,0.44,XB
12005,The Guy Game,2004,Misc,Gathering of Developers,0.05,0.02,0,0,0.07,XB
8267,Metal Arms: Glitch in the System,2003,Shooter,Vivendi Games,0.13,0.04,0,0.01,0.17,XB
16094,Grooverider: Slot Car Thunder,2003,Racing,Encore,0.01,0,0,0,0.01,XB
4398,ATV Quad Power Racing 2,2003,Racing,Acclaim Entertainment,0.36,0.07,0,0.01,0.45,XB
4391,WWE WrestleMania 21,2005,Fighting,THQ,0.34,0.1,0,0.02,0.45,XB
1047,Need for Speed Underground,2003,Racing,Electronic Arts,1.09,0.55,0,0.07,1.71,XB
8273,Exhibition Volume 02,2003,Misc,Microsoft Game Studios,0.13,0.04,0,0.01,0.17,XB
14250,Project Gotham Racing 2 (JP weekly sales),2003,Action,Microsoft Game Studios,0,0,0.03,0,0.03,XB
8286,Psi-Ops: The Mindgate Conspiracy,2004,Shooter,Midway Games,0.13,0.04,0,0.01,0.17,XB
11991,Samurai Warriors,2004,Action,Tecmo Koei,0.05,0.02,0,0,0.07,XB
8287,SWAT: Global Strike Team,2003,Shooter,Vivendi Games,0.13,0.04,0,0.01,0.17,XB
4346,Star Wars Jedi Knight: Jedi Academy,2003,Shooter,Activision,0.34,0.1,0,0.02,0.45,XB
16104,Aeon Flux,2005,Action,THQ,0.01,0,0,0,0.01,XB
1040,Madden NFL 2005,2004,Sports,Electronic Arts,1.61,0.03,0,0.08,1.72,XB
4332,The Chronicles of Riddick: Escape from Butcher Bay,N/A,Shooter,Vivendi Games,0.32,0.11,0,0.02,0.45,XB
11976,Harry Potter and the Sorcerer's Stone,2003,Action,Electronic Arts,0.05,0.02,0,0,0.07,XB
